Drug,CD,DL_label,z_bin,Coformer,Category,logP,K_binary,K_ternary,K_ratio,ddG_kJmol,calib_valid,model,usable,usable_note
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,Urea,hydrotrope,-0.976,113.1,471.3,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,Caffeine,hydrotrope,-1.029,113.1,469.4,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,L-Arginine,amino acid,-1.338,113.1,458.3,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,L-Glutamine,amino acid,-1.336,113.1,458.4,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,Triethanolamine,amine,-1.735,113.1,444.5,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,Citric acid,organic acid,-1.888,113.1,439.3,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,Tartaric acid,organic acid,-2.123,113.1,431.4,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,Tromethamine,buffer amine,-2.339,113.1,424.3,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,Meglumine,sugar amine,-3.619,113.1,384.4,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,HPMC E5,polymer,polymer,113.1,462.6,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,HPMC K15M,polymer,polymer,113.1,462.6,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,PVP K30,polymer,polymer,113.1,462.6,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,PEG 4000,polymer,polymer,113.1,462.6,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,γ-CD,Fuzzy-Weak,1.3977,Poloxamer 188,polymer,polymer,113.1,462.6,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,Nicotinamide,hydrotrope,0.18,126.6,576.9,4.56,-3.76,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,Succinic acid,organic acid,-0.064,126.6,566.1,4.47,-3.71,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,L-Proline,amino acid,-0.177,126.6,561.2,4.43,-3.69,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,L-Lysine,amino acid,-0.473,126.6,548.5,4.33,-3.63,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,L-Histidine,amino acid,-0.636,126.6,541.7,4.28,-3.6,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,Glycine,amino acid,-0.97,126.6,527.9,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,Urea,hydrotrope,-0.976,126.6,527.6,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,Caffeine,hydrotrope,-1.029,126.6,525.5,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,L-Arginine,amino acid,-1.338,126.6,513.1,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,L-Glutamine,amino acid,-1.336,126.6,513.2,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,Triethanolamine,amine,-1.735,126.6,497.6,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,Citric acid,organic acid,-1.888,126.6,491.8,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,Tartaric acid,organic acid,-2.123,126.6,483.0,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,Tromethamine,buffer amine,-2.339,126.6,475.0,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,Meglumine,sugar amine,-3.619,126.6,430.3,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,HPMC E5,polymer,polymer,126.6,517.8,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,HPMC K15M,polymer,polymer,126.6,517.8,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,PVP K30,polymer,polymer,126.6,517.8,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,PEG 4000,polymer,polymer,126.6,517.8,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Diclofenac,HP-β-CD,Fuzzy-Weak,1.3424,Poloxamer 188,polymer,polymer,126.6,517.8,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,Nicotinamide,hydrotrope,0.18,125.2,570.3,4.56,-3.76,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,Succinic acid,organic acid,-0.064,125.2,559.7,4.47,-3.71,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,L-Proline,amino acid,-0.177,125.2,554.8,4.43,-3.69,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,L-Lysine,amino acid,-0.473,125.2,542.3,4.33,-3.63,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,L-Histidine,amino acid,-0.636,125.2,535.5,4.28,-3.6,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,Glycine,amino acid,-0.97,125.2,521.9,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,Urea,hydrotrope,-0.976,125.2,521.6,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,Caffeine,hydrotrope,-1.029,125.2,519.5,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,L-Arginine,amino acid,-1.338,125.2,507.3,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,L-Glutamine,amino acid,-1.336,125.2,507.4,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,Triethanolamine,amine,-1.735,125.2,492.0,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,Citric acid,organic acid,-1.888,125.2,486.2,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,Tartaric acid,organic acid,-2.123,125.2,477.5,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,Tromethamine,buffer amine,-2.339,125.2,469.6,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,Meglumine,sugar amine,-3.619,125.2,425.4,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,HPMC E5,polymer,polymer,125.2,511.9,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,HPMC K15M,polymer,polymer,125.2,511.9,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,PVP K30,polymer,polymer,125.2,511.9,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,PEG 4000,polymer,polymer,125.2,511.9,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,α-CD,Fuzzy-Weak,1.348,Poloxamer 188,polymer,polymer,125.2,511.9,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,Nicotinamide,hydrotrope,0.18,582.0,2651.6,4.56,-3.76,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,Succinic acid,organic acid,-0.064,582.0,2602.0,4.47,-3.71,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,L-Proline,amino acid,-0.177,582.0,2579.5,4.43,-3.69,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,L-Lysine,amino acid,-0.473,582.0,2521.3,4.33,-3.63,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,L-Histidine,amino acid,-0.636,582.0,2489.7,4.28,-3.6,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,Glycine,amino acid,-0.97,582.0,2426.3,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,Urea,hydrotrope,-0.976,582.0,2425.2,4.17,-3.54,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,Caffeine,hydrotrope,-1.029,582.0,2415.3,4.15,-3.53,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,L-Arginine,amino acid,-1.338,582.0,2358.4,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,L-Glutamine,amino acid,-1.336,582.0,2358.8,4.05,-3.47,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,Triethanolamine,amine,-1.735,582.0,2287.4,3.93,-3.39,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,Citric acid,organic acid,-1.888,582.0,2260.5,3.88,-3.36,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,Tartaric acid,organic acid,-2.123,582.0,2219.9,3.81,-3.32,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,Tromethamine,buffer amine,-2.339,582.0,2183.1,3.75,-3.28,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,Meglumine,sugar amine,-3.619,582.0,1977.8,3.4,-3.03,True,descriptor,True,"OK — Fuzzy Zone, ternary estimate valid"
Ketoprofen,β-CD,Fuzzy-Weak,0.5952,HPMC E5,polymer,polymer,582.0,2380.1,4.09,-3.49,True,constant,True,"OK — Fuzzy Zone, ternary estimate valid"
